days,date,Game,Watch time,Stream time,Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Followers gained,Views gained
30d,3/12/19,Minecraft,"375,000,000","21,996,960","82,949",969,"57,379","8,689",509,17,"249,256","7,028,896"
30d,3/12/19,Magic: The Gathering,"366,000,000","5,158,080","60,503",217,"8,842","8,472",119,71,"75,935","5,730,147"
30d,3/12/19,Sea of Thieves,"365,000,000","11,311,620","57,195",635,"20,442","8,459",261,32,"92,093","4,603,688"
30d,3/12/19,Music & Performing Arts,"358,000,000","13,279,020","32,127",438,"14,351","8,281",307,27,"189,213","5,390,499"
30d,3/12/19,Talk Shows & Podcasts,"336,000,000","4,319,100","126,696",609,"13,809","7,770",99,78,"75,354","14,354,405"
30d,3/12/19,Resident Evil 2,"311,000,000","14,668,680","40,603",934,"41,673","7,201",339,21,"90,355","6,298,653"
30d,3/12/19,Devil May Cry 5,"297,000,000","8,281,260","140,428","2,636","24,502","6,875",191,36,"50,096","5,691,542"
30d,3/12/19,Slots,"279,000,000","2,352,960","36,417",97,"2,952","6,462",54,119,"45,763","2,355,279"
30d,3/12/19,Poker,"274,000,000","3,791,820","31,582",214,"3,727","6,334",87,72,"64,382","5,348,982"
30d,3/12/19,Rocket League,"255,000,000","15,436,740","62,205",720,"58,658","5,913",357,17,"160,314","5,284,971"
30d,3/12/19,Art,"250,000,000","15,591,420","13,910",571,"27,979","5,781",360,16,"154,220","5,316,363"
30d,3/12/19,World of Tanks,"206,000,000","7,909,320","19,646",466,"10,284","4,757",183,26,"50,714","4,200,027"
30d,3/12/19,Destiny 2,"184,000,000","16,848,660","33,877","1,691","31,507","4,257",390,11,"69,985","2,747,172"
30d,3/12/19,Warcraft III: The Frozen Throne,"177,000,000","2,214,300","38,299",99,"2,382","4,103",51,80,"15,778","2,491,007"
30d,3/12/19,Games + Demos,"172,000,000","2,288,880","28,364",112,"7,367","3,984",52,75,"20,172","3,300,846"
30d,3/12/19,Escape From Tarkov,"172,000,000","9,649,260","27,671",437,"10,380","3,982",223,18,"56,267","3,278,108"
30d,3/12/19,Black Desert Online,"171,000,000","7,556,580","13,922",256,"8,705","3,954",174,23,"45,252","3,752,627"
30d,3/12/19,Always On,"164,000,000","457,740","20,304",16,35,"3,798",10,359,"25,372","7,607,358"
30d,3/12/19,ASMR,"159,000,000","2,170,200","10,028",71,"1,591","3,679",50,73,"70,752","1,587,047"
30d,3/12/19,Far Cry: New Dawn,"143,000,000","3,855,840","54,881",558,"12,240","3,307",89,37,"31,535","3,674,288"
30d,3/12/19,NBA 2K19,"137,000,000","14,525,940","43,230",708,"35,721","3,167",336,9,"112,234","1,468,563"
30d,3/12/19,Tom Clancy's The Division 2,"135,000,000","4,926,780","129,461","1,335","22,144","3,127",114,27,"34,112","3,479,990"
30d,3/12/19,Sid Meier's Civilization VI,"132,000,000","2,117,760","68,833",170,"4,679","3,066",49,63,"17,951","2,891,574"
30d,3/12/19,Smite,"121,000,000","7,245,960","10,306",342,"13,730","2,806",167,17,"31,082","1,699,959"
30d,3/12/19,Tetris,"121,000,000","1,397,820","53,346",176,"6,277","2,793",32,86,"39,115","1,947,399"
30d,3/12/19,ATLAS,"121,000,000","2,978,100","8,569",176,"2,558","2,789",68,40,"17,490","1,398,386"
30d,3/12/19,Heroes of Might and Magic III: The Shadow of Death,"118,000,000","735,360","13,376",44,815,"2,731",17,160,"14,574","2,131,664"
30d,3/12/19,Dungeons & Dragons,"116,000,000","2,458,860","64,017",221,"4,045","2,674",56,47,"23,101","2,581,159"
30d,3/12/19,Dark Souls III,"111,000,000","5,680,320","18,803",219,"13,539","2,569",131,20,"25,953","2,162,490"
30d,3/16/19,League of Legends,"6,090,000,000","112,000,000","387,330","3,947","169,034","141,060","2,586",55,"1,653,640","124,000,000"
30d,3/16/19,Apex Legends,"5,910,000,000","320,000,000","386,866","17,429","615,515","136,803","7,409",18,"2,538,942","107,000,000"
30d,3/16/19,Fortnite,"5,890,000,000","472,000,000","658,887","23,114","849,098","136,278","10,916",12,"5,829,846","97,757,690"
30d,3/16/19,Just Chatting,"3,410,000,000","49,068,060","211,835","1,737","129,289","79,025","1,135",70,"1,953,739","87,107,033"
30d,3/16/19,Counter-Strike: Global Offensive,"3,220,000,000","48,617,640","833,440","2,434","124,932","74,651","1,125",66,"1,117,686","75,204,116"
30d,3/16/19,Dota 2,"3,120,000,000","34,116,360","272,771","1,456","46,616","72,123",789,91,"523,638","58,992,817"
30d,3/16/19,Overwatch,"1,990,000,000","45,287,100","289,347","1,748","102,529","45,989","1,048",44,"500,383","31,520,738"
30d,3/16/19,Grand Theft Auto V,"1,400,000,000","24,453,360","262,644","1,318","52,801","32,345",566,57,"589,974","21,206,877"
30d,3/16/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"1,110,000,000","45,736,560","113,196","1,591","68,306","25,693","1,058",24,"605,325","28,337,266"
30d,3/16/19,Hearthstone,"919,000,000","7,701,840","79,114",289,"15,531","21,284",178,119,"151,727","15,690,435"
30d,3/16/19,World of Warcraft,"859,000,000","42,088,920","65,908","2,590","46,700","19,884",974,20,"216,189","21,268,052"
30d,3/16/19,Tom Clancy's Rainbow Six: Siege,"698,000,000","43,963,680","223,099","2,113","118,547","16,146","1,017",16,"411,980","10,711,440"
30d,3/16/19,FIFA 19,"668,000,000","15,836,580","92,237",991,"44,714","15,470",366,42,"270,437","10,370,164"
30d,3/16/19,Call of Duty: Black Ops 4,"605,000,000","50,427,960","141,895","2,232","99,203","14,004","1,167",12,"297,014","10,499,687"
30d,3/16/19,Anthem,"570,000,000","28,371,360","145,975","3,940","49,593","13,200",656,20,"133,493","12,024,067"
30d,3/16/19,Path of Exile,"507,000,000","10,277,580","99,134","2,922","13,058","11,727",237,49,"69,682","7,700,975"
30d,3/16/19,Dead by Daylight,"446,000,000","21,955,620","35,758",878,"37,556","10,322",508,20,"147,528","6,712,956"
30d,3/16/19,Old School RuneScape,"423,000,000","7,197,360","31,137",271,"11,046","9,787",166,59,"121,279","4,993,416"
30d,3/16/19,Metro Exodus,"421,000,000","11,067,180","154,978","1,593","24,774","9,753",256,38,"212,262","7,841,446"
30d,3/16/19,StarCraft II,"418,000,000","4,047,360","69,828",159,"6,481","9,664",93,103,"81,289","12,267,187"
30d,3/16/19,Super Smash Bros. Ultimate,"417,000,000","7,072,800","96,871",439,"13,667","9,659",163,59,"177,547","6,648,912"
30d,3/16/19,Tom Clancy's The Division 2,"397,000,000","12,686,220","139,221","3,544","42,889","9,195",293,31,"87,275","9,740,963"
30d,3/16/19,Music & Performing Arts,"359,000,000","13,484,340","32,127",448,"14,447","8,307",312,27,"171,329","5,309,045"
30d,3/16/19,Magic: The Gathering,"357,000,000","5,032,920","60,503",202,"8,634","8,259",116,71,"73,770","5,626,899"
30d,3/16/19,Sea of Thieves,"355,000,000","10,944,180","57,195",557,"19,074","8,211",253,32,"106,463","4,516,185"
30d,3/16/19,Devil May Cry 5,"343,000,000","11,119,380","140,428","2,636","29,699","7,933",257,31,"59,419","6,653,999"
30d,3/16/19,Minecraft,"342,000,000","21,902,400","38,962",969,"57,620","7,926",507,16,"239,427","6,184,282"
30d,3/16/19,Talk Shows & Podcasts,"338,000,000","4,344,180","126,696",293,"13,554","7,832",100,78,"75,456","15,018,199"
30d,3/16/19,Slots,"300,000,000","2,423,160","36,417",97,"3,085","6,940",56,124,"44,968","2,442,454"
30d,3/16/19,Rocket League,"268,000,000","15,654,540","62,205",720,"59,576","6,207",362,17,"161,565","5,323,111"
30d,3/16/19,Resident Evil 2,"263,000,000","12,346,620","40,603",842,"36,486","6,079",285,21,"78,009","5,466,509"
30d,3/16/19,Poker,"256,000,000","3,725,880","22,735",214,"3,694","5,925",86,69,"63,194","4,952,368"
30d,3/16/19,Art,"246,000,000","15,775,560","13,910",571,"28,153","5,694",365,16,"153,843","5,248,313"
30d,3/16/19,Destiny 2,"198,000,000","17,664,840","33,877","1,691","31,734","4,585",408,11,"73,235","2,915,632"
30d,3/16/19,World of Tanks,"194,000,000","7,652,940","19,646",376,"10,018","4,494",177,25,"41,418","4,046,957"
30d,3/16/19,Warcraft III: The Frozen Throne,"186,000,000","2,285,040","38,299",99,"2,467","4,313",52,82,"16,580","2,663,799"
30d,3/16/19,Games + Demos,"183,000,000","2,325,960","32,907",112,"7,460","4,233",53,79,"20,495","3,554,934"
30d,3/16/19,Black Desert Online,"172,000,000","7,678,620","13,922",256,"8,891","3,987",177,22,"45,787","3,768,798"
30d,3/16/19,Escape From Tarkov,"169,000,000","9,596,220","27,671",437,"10,345","3,921",222,18,"55,649","3,255,181"
30d,3/16/19,Always On,"168,000,000","481,200","20,304",16,34,"3,893",11,350,"26,629","8,055,432"
30d,3/16/19,ASMR,"159,000,000","2,167,260","10,028",71,"1,553","3,680",50,73,"71,017","1,657,512"
30d,3/16/19,NBA 2K19,"135,000,000","14,406,960","43,230",708,"35,595","3,121",333,9,"112,034","1,433,236"
30d,3/16/19,Dungeons & Dragons,"132,000,000","2,392,080","64,017",221,"4,001","3,059",55,55,"25,592","2,833,485"
30d,3/16/19,Far Cry: New Dawn,"126,000,000","4,013,460","52,512",558,"12,640","2,917",92,31,"26,455","3,013,794"
30d,3/16/19,Smite,"123,000,000","7,371,720","10,306",342,"13,909","2,851",170,17,"31,923","1,648,300"
30d,3/16/19,Tetris,"122,000,000","1,440,840","53,346",176,"6,446","2,813",33,84,"39,507","1,971,191"
30d,3/16/19,Pogostuck: Rage With Your Friends,"120,000,000","450,240","56,700",56,"1,979","2,787",10,268,"16,019","1,684,074"
30d,3/16/19,Heroes of Might and Magic III: The Shadow of Death,"115,000,000","727,500","13,376",44,805,"2,664",16,158,"14,066","2,104,406"
30d,3/16/19,Rust,"115,000,000","6,242,640","17,457",389,"11,526","2,652",144,18,"59,924","1,997,428"
30d,3/16/19,Trials Rising,"113,000,000","1,284,720","34,851",174,"4,359","2,624",29,88,"17,501","1,878,324"
30d,3/18/19,League of Legends,"6,270,000,000","113,000,000","387,330","3,947","170,200","145,150","2,618",55,"1,683,635","127,000,000"
30d,3/18/19,Fortnite,"5,990,000,000","489,000,000","658,887","23,114","869,713","138,627","11,326",12,"5,962,137","99,570,223"
30d,3/18/19,Apex Legends,"5,500,000,000","304,000,000","386,866","15,299","585,481","127,264","7,047",18,"2,385,688","99,787,697"
30d,3/18/19,Just Chatting,"3,430,000,000","49,648,200","211,835","1,781","130,461","79,476","1,149",69,"2,078,710","87,747,772"
30d,3/18/19,Dota 2,"3,220,000,000","34,584,060","272,771","1,456","47,171","74,492",800,93,"540,612","61,048,822"
30d,3/18/19,Counter-Strike: Global Offensive,"3,060,000,000","50,141,280","833,440","2,509","127,542","70,823","1,160",61,"1,114,775","72,200,498"
30d,3/18/19,Overwatch,"2,010,000,000","46,145,280","270,643","1,748","103,597","46,438","1,068",43,"486,704","30,827,892"
30d,3/18/19,Grand Theft Auto V,"1,710,000,000","25,582,680","304,053","1,389","55,292","39,570",592,67,"719,292","24,850,888"
30d,3/18/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"1,120,000,000","46,461,300","113,196","1,681","68,699","26,012","1,075",24,"615,563","28,754,436"
30d,3/18/19,Hearthstone,"927,000,000","7,687,980","79,114",289,"15,625","21,468",177,121,"154,927","15,828,976"
30d,3/18/19,World of Warcraft,"857,000,000","42,202,860","65,908","2,590","46,817","19,840",976,20,"216,985","21,228,640"
30d,3/18/19,Call of Duty: Black Ops 4,"662,000,000","51,186,300","141,895","2,232","99,786","15,320","1,184",13,"310,426","11,250,639"
30d,3/18/19,FIFA 19,"656,000,000","15,994,260","92,237",991,"44,730","15,189",370,41,"270,383","10,237,854"
30d,3/18/19,Tom Clancy's Rainbow Six: Siege,"646,000,000","45,581,280","223,099","2,113","121,365","14,956","1,055",14,"415,302","10,393,350"
30d,3/18/19,Path of Exile,"547,000,000","11,316,720","99,134","2,922","13,799","12,660",261,48,"74,212","8,148,480"
30d,3/18/19,Anthem,"514,000,000","26,961,360","74,432","2,617","47,700","11,899",624,19,"123,993","10,893,137"
30d,3/18/19,Tom Clancy's The Division 2,"508,000,000","19,348,560","139,221","3,544","56,024","11,751",447,26,"109,733","11,866,057"
30d,3/18/19,Dead by Daylight,"455,000,000","22,242,300","35,758",878,"37,946","10,540",514,20,"151,155","6,853,257"
30d,3/18/19,Super Smash Bros. Ultimate,"429,000,000","7,192,980","96,871",439,"13,721","9,934",166,60,"178,482","6,736,833"
30d,3/18/19,Old School RuneScape,"421,000,000","7,242,900","31,137",271,"11,047","9,750",167,58,"124,076","5,047,915"
30d,3/18/19,StarCraft II,"410,000,000","4,124,460","69,828",159,"6,538","9,483",95,99,"81,165","11,666,768"
30d,3/18/19,Devil May Cry 5,"354,000,000","12,162,960","140,428","2,636","31,670","8,201",281,29,"61,915","6,861,875"
30d,3/18/19,Sea of Thieves,"353,000,000","11,374,320","57,195",628,"19,230","8,173",263,31,"104,545","4,510,697"
30d,3/18/19,Magic: The Gathering,"352,000,000","4,985,640","60,503",202,"8,599","8,148",115,71,"72,763","5,340,742"
30d,3/18/19,Music & Performing Arts,"352,000,000","13,617,060","32,127",448,"14,544","8,137",315,26,"222,177","5,182,402"
30d,3/18/19,Minecraft,"339,000,000","22,540,680","38,962",986,"59,278","7,849",521,15,"264,828","6,087,011"
30d,3/18/19,Metro Exodus,"333,000,000","10,024,920","112,828","1,198","23,348","7,698",232,33,"58,007","6,169,436"
30d,3/18/19,Talk Shows & Podcasts,"329,000,000","4,375,800","126,696",293,"13,704","7,623",101,75,"105,039","14,249,965"
30d,3/18/19,Slots,"305,000,000","2,404,800","36,417",97,"3,086","7,065",55,127,"45,635","2,483,295"
30d,3/18/19,Poker,"261,000,000","3,749,100","26,349",214,"3,712","6,037",86,70,"64,566","5,138,089"
30d,3/18/19,Rocket League,"261,000,000","16,003,260","62,205",720,"60,397","6,037",370,16,"155,853","5,157,278"
30d,3/18/19,Art,"252,000,000","15,824,700","13,910",571,"28,379","5,841",366,16,"161,198","5,251,125"
30d,3/18/19,Resident Evil 2,"241,000,000","11,449,680","40,603",830,"33,801","5,571",265,21,"73,690","4,955,219"
30d,3/18/19,Destiny 2,"200,000,000","18,171,900","33,877","1,691","32,169","4,635",420,11,"74,003","2,856,515"
30d,3/18/19,World of Tanks,"198,000,000","7,675,260","19,646",376,"10,016","4,581",177,26,"41,842","4,151,010"
30d,3/18/19,Warcraft III: The Frozen Throne,"196,000,000","2,337,360","38,299",101,"2,571","4,530",54,84,"17,704","2,750,884"
30d,3/18/19,Games + Demos,"183,000,000","2,356,560","32,907",112,"7,377","4,241",54,78,"20,229","3,492,718"
30d,3/18/19,Black Desert Online,"175,000,000","7,794,720","13,922",264,"8,940","4,039",180,22,"47,311","3,797,015"
30d,3/18/19,Escape From Tarkov,"169,000,000","9,721,920","27,671",437,"10,401","3,904",225,17,"56,345","3,230,276"
30d,3/18/19,Always On,"168,000,000","478,980","20,304",16,35,"3,894",11,351,"26,907","8,044,760"
30d,3/18/19,ASMR,"159,000,000","2,166,000","10,028",71,"1,551","3,688",50,74,"71,311","1,653,140"
30d,3/18/19,NBA 2K19,"132,000,000","14,624,700","19,125",708,"36,022","3,059",338,9,"109,399","1,364,019"
30d,3/18/19,Smite,"125,000,000","7,441,860","12,159",342,"13,981","2,883",172,17,"32,818","1,661,580"
30d,3/18/19,Pogostuck: Rage With Your Friends,"124,000,000","484,200","56,700",56,"2,126","2,860",11,255,"16,459","1,736,795"
30d,3/18/19,Dungeons & Dragons,"121,000,000","2,517,300","64,017",221,"4,124","2,805",58,48,"24,315","2,726,140"
30d,3/18/19,Rust,"120,000,000","6,378,300","17,457",389,"11,687","2,771",147,19,"62,545","2,059,580"
30d,3/18/19,Trials Rising,"116,000,000","1,342,560","34,851",174,"4,455","2,677",31,86,"18,110","1,899,323"
30d,3/18/19,Heroes of Might and Magic III: The Shadow of Death,"115,000,000","737,220","13,376",44,821,"2,656",17,156,"14,138","2,055,455"
30d,3/18/19,Dark Souls III,"110,000,000","5,809,620","18,803",219,"13,721","2,546",134,19,"25,239","2,078,601"
30d,3/18/19,Devotion,"107,000,000","940,320","106,816",564,"4,776","2,481",21,114,"26,853","2,358,539"
30d,3/19/19,League of Legends,"6,160,000,000","113,000,000","369,522","3,947","170,136","142,675","2,615",55,"1,675,663","126,000,000"
30d,3/19/19,Fortnite,"6,010,000,000","483,000,000","658,887","23,114","867,465","139,066","11,186",12,"5,942,292","100,000,000"
30d,3/19/19,Apex Legends,"5,290,000,000","294,000,000","386,866","14,239","568,002","122,509","6,807",18,"2,319,861","97,044,823"
30d,3/19/19,Just Chatting,"3,440,000,000","49,639,380","211,835","1,781","130,485","79,733","1,149",69,"2,079,115","88,611,988"
30d,3/19/19,Dota 2,"3,210,000,000","34,430,040","272,771","1,456","47,038","74,366",796,93,"542,297","62,043,569"
30d,3/19/19,Counter-Strike: Global Offensive,"2,950,000,000","50,135,400","833,440","2,509","127,443","68,249","1,160",59,"1,109,330","71,726,757"
30d,3/19/19,Overwatch,"1,880,000,000","46,069,980","270,643","1,748","103,475","43,617","1,066",41,"459,928","28,605,108"
30d,3/19/19,Grand Theft Auto V,"1,870,000,000","25,664,700","304,053","1,389","55,532","43,203",594,73,"798,259","27,436,425"
30d,3/19/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"1,120,000,000","46,257,660","113,196","1,681","68,333","25,959","1,070",24,"615,795","29,025,611"
30d,3/19/19,Hearthstone,"926,000,000","7,673,640","79,114",289,"15,605","21,432",177,121,"155,822","15,928,025"
30d,3/19/19,World of Warcraft,"850,000,000","42,249,120","65,908","2,590","46,836","19,681",977,20,"217,264","21,267,536"
30d,3/19/19,Call of Duty: Black Ops 4,"659,000,000","50,713,020","141,895","2,232","99,202","15,264","1,173",13,"309,892","11,238,528"
30d,3/19/19,FIFA 19,"645,000,000","15,749,460","92,237",991,"44,291","14,936",364,41,"266,601","10,173,981"
30d,3/19/19,Tom Clancy's Rainbow Six: Siege,"578,000,000","45,509,640","223,099","2,113","121,018","13,370","1,053",13,"409,645","10,045,060"
30d,3/19/19,Path of Exile,"558,000,000","11,712,720","99,134","2,922","14,075","12,925",271,48,"75,775","8,390,065"
30d,3/19/19,Tom Clancy's The Division 2,"556,000,000","21,789,480","139,221","3,544","60,347","12,880",504,26,"120,613","13,449,010"
30d,3/19/19,Dead by Daylight,"458,000,000","22,225,320","35,758",878,"37,883","10,593",514,21,"150,607","6,906,271"
30d,3/19/19,Anthem,"450,000,000","24,727,200","61,557","2,489","45,025","10,424",572,18,"115,044","9,908,522"
30d,3/19/19,Super Smash Bros. Ultimate,"428,000,000","7,073,940","96,871",439,"13,556","9,899",163,60,"177,711","6,754,953"
30d,3/19/19,Old School RuneScape,"421,000,000","7,218,900","31,137",271,"11,002","9,754",167,58,"125,294","5,126,103"
30d,3/19/19,StarCraft II,"398,000,000","4,124,520","69,828",159,"6,518","9,207",95,96,"80,253","11,270,951"
30d,3/19/19,Devil May Cry 5,"360,000,000","12,549,300","140,428","2,636","32,338","8,332",290,29,"63,221","7,046,533"
30d,3/19/19,Sea of Thieves,"354,000,000","11,308,200","57,195",628,"19,035","8,198",261,31,"104,458","4,582,763"
30d,3/19/19,Music & Performing Arts,"353,000,000","13,612,500","32,127",448,"14,436","8,173",315,26,"211,986","5,295,264"
30d,3/19/19,Magic: The Gathering,"351,000,000","4,940,040","60,503",202,"8,547","8,117",114,71,"72,511","5,355,480"
30d,3/19/19,Minecraft,"336,000,000","22,395,000","38,962",986,"59,064","7,767",518,15,"262,348","6,072,211"
30d,3/19/19,Talk Shows & Podcasts,"331,000,000","4,355,640","126,696",293,"13,664","7,670",100,76,"105,520","14,281,954"
30d,3/19/19,Slots,"304,000,000","2,395,860","36,417",97,"3,074","7,031",55,127,"46,026","2,464,862"
30d,3/19/19,Poker,"264,000,000","3,750,960","26,349",214,"3,709","6,109",86,70,"66,228","5,496,951"
30d,3/19/19,Metro Exodus,"258,000,000","8,875,080","95,391",968,"21,811","5,983",205,29,"48,855","5,198,120"
30d,3/19/19,Art,"253,000,000","15,896,460","13,910",571,"28,403","5,858",367,16,"163,383","5,275,948"
30d,3/19/19,Rocket League,"243,000,000","15,923,760","62,205",720,"60,250","5,627",368,15,"148,719","4,748,079"
30d,3/19/19,Resident Evil 2,"227,000,000","10,817,340","40,603",724,"31,757","5,260",250,21,"71,307","4,807,909"
30d,3/19/19,Destiny 2,"202,000,000","18,118,200","33,877","1,691","32,163","4,675",419,11,"74,452","2,905,658"
30d,3/19/19,World of Tanks,"197,000,000","7,568,580","19,646",376,"9,918","4,570",175,26,"41,889","4,184,171"
30d,3/19/19,Warcraft III: The Frozen Throne,"197,000,000","2,338,440","38,299",101,"2,589","4,554",54,84,"17,814","2,810,239"
30d,3/19/19,Games + Demos,"184,000,000","2,340,600","32,907",112,"7,313","4,263",54,79,"20,156","3,480,896"
30d,3/19/19,Black Desert Online,"174,000,000","7,778,160","13,922",264,"8,959","4,022",180,22,"47,698","3,803,360"
